OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
00352600, TREVECCA NAZARENE UNIVERSITY                                           , TN ,372102877,Private-Nonprofit, 670 , 673 ," $2,757,031.00 ", 688 ," $1,526,986.00 "
00352700, TUSCULUM COLLEGE                                                       , TN ,377430001,Private-Nonprofit, 699 , 701 ," $2,880,262.00 ", 700 ," $1,567,949.00 "
00352800, UNION UNIVERSITY                                                       , TN ,383053697,Private-Nonprofit," 1,311 "," 1,329 "," $5,713,519.00 "," 1,329 "," $2,861,696.00 "
00352900, UNIVERSITY OF TENNESSEE - CHATTANOOGA                                  , TN ,374032598,Public," 3,776 "," 3,781 "," $14,594,504.00 "," 3,781 "," $7,739,726.00 "
00353000, UNIVERSITY OF TENNESSEE                                                , TN ,379960150,Public," 6,715 "," 6,829 "," $26,906,647.00 "," 6,908 "," $14,498,722.00 "
00353100, UNIVERSITY OF TENNESSEE - MARTIN                                       , TN ,382380002,Public," 3,184 "," 3,256 "," $12,708,431.00 "," 3,263 "," $6,718,435.00 "
00353400, UNIVERSITY OF THE SOUTH (THE)                                          , TN ,373831000,Private-Nonprofit, 385 , 392 ," $1,449,324.00 ", 391 ," $744,864.00 "
00353500, VANDERBILT UNIVERSITY                                                  , TN ,372400001,Private-Nonprofit, 308 , 319 ," $1,006,043.00 ", 320 ," $528,559.00 "
00353600, BRYAN COLLEGE                                                          , TN ,373217000,Private-Nonprofit, 657 , 659 ," $2,388,158.00 ", 711 ," $1,332,546.00 "
00353700, ABILENE CHRISTIAN UNIVERSITY                                           , TX ,796993701,Private-Nonprofit," 1,601 "," 1,637 "," $6,648,615.00 "," 1,635 "," $3,520,046.00 "
00353900, ALVIN COMMUNITY COLLEGE                                                , TX ,775114807,Public, 242 , 242 ," $708,271.00 ", 466 ," $426,928.00 "
00354000, AMARILLO COLLEGE                                                       , TX ,791092446,Public," 1,425 "," 1,426 "," $4,777,277.00 "," 1,574 "," $2,631,313.00 "
00354100, ANGELO STATE UNIVERSITY                                                , TX ,769095069,Public," 2,118 "," 2,168 "," $8,280,101.00 "," 2,156 "," $4,283,761.00 "
00354300, AUSTIN COLLEGE                                                         , TX ,750904440,Private-Nonprofit, 542 , 544 ," $2,350,976.00 ", 544 ," $1,199,384.00 "
00354400, AUSTIN PRESBYTERIAN THEOLOGICAL SEMINARY                               , TX ,787055797,Private-Nonprofit, -   , -   , $-   , -   , $-   
00354500, BAYLOR UNIVERSITY                                                      , TX ,767987048,Private-Nonprofit," 5,118 "," 5,124 "," $22,449,458.00 "," 5,121 "," $11,770,988.00 "
00354600, COASTAL BEND COLLEGE                                                   , TX ,781022197,Public, 436 , 436 ," $1,335,607.00 ", 551 ," $766,931.00 "
00354900, BLINN COLLEGE                                                          , TX ,778334098,Public," 4,031 "," 4,087 "," $14,147,916.00 "," 4,101 "," $7,321,026.00 "
00355300, CISCO COLLEGE                                                          , TX ,764379803,Public, 542 , 542 ," $1,746,186.00 "," 1,055 "," $920,646.00 "
00355400, CLARENDON COLLEGE                                                      , TX ,792260000,Public, 245 , 245 ," $531,674.00 ", 269 ," $447,341.00 "
00355600, COMMONWEALTH INSTITUTE OF FUNERAL SERVICE                              , TX ,770905918,Private-Nonprofit, 60 , 60 ," $193,861.00 ", 88 ," $71,638.00 "
00355700, CONCORDIA UNIVERSITY TEXAS                                             , TX ,787264141,Private-Nonprofit, 894 , 927 ," $3,430,513.00 ", 927 ," $1,890,507.00 "
00355800, NORTH CENTRAL TEXAS COLLEGE                                            , TX ,762404699,Public," 1,809 "," 1,809 "," $6,023,734.00 "," 1,859 "," $3,227,056.00 "
00356000, DALLAS BAPTIST UNIVERSITY                                              , TX ,752119299,Private-Nonprofit," 1,430 "," 1,430 "," $5,722,452.00 "," 1,430 "," $3,133,808.00 "
00356100, CEDAR VALLEY COLLEGE                                                   , TX ,751343799,Public, 508 , 508 ," $1,575,427.00 ", 513 ," $871,815.00 "
00356200, DALLAS THEOLOGICAL SEMINARY                                            , TX ,752046411,Private-Nonprofit, -   , -   , $-   , -   , $-   
00356300, DEL MAR COLLEGE                                                        , TX ,784043897,Public, 818 , 822 ," $2,366,297.00 ", 822 ," $1,333,354.00 "
00356400, EAST TEXAS BAPTIST UNIVERSITY                                          , TX ,756701423,Private-Nonprofit, 736 , 736 ," $2,891,954.00 ", 736 ," $1,609,680.00 "
00356500, TEXAS A&M UNIVERSITY - COMMERCE                                        , TX ,754293011,Public," 3,498 "," 3,522 "," $15,048,225.00 "," 3,573 "," $7,877,588.00 "
00356800, FRANK PHILLIPS COLLEGE                                                 , TX ,790074427,Public, 143 , 144 ," $430,912.00 ", 190 ," $292,388.00 "
00357000, GRAYSON  COUNTY COLLEGE                                                , TX ,750208299,Public," 1,403 "," 1,403 "," $5,063,224.00 "," 2,749 "," $2,523,201.00 "
00357100, HARDIN-SIMMONS UNIVERSITY                                              , TX ,796986050,Private-Nonprofit, 761 , 763 ," $3,062,659.00 ", 764 ," $1,659,484.00 "
00357200, TRINITY VALLEY COMMUNITY COLLEGE                                       , TX ,757512734,Public," 1,285 "," 1,462 "," $3,777,869.00 "," 1,885 "," $2,358,770.00 "
00357300, HILL COLLEGE                                                           , TX ,766452711,Public," 1,084 "," 1,092 "," $3,557,505.00 "," 1,174 "," $1,865,701.00 "
00357400, HOWARD COUNTY JUNIOR COLLEGE DISTRICT                                  , TX ,797200213,Public, 412 , 412 ," $1,376,699.00 ", 427 ," $701,610.00 "
00357500, HOWARD PAYNE UNIVERSITY                                                , TX ,768012715,Private-Nonprofit, 604 , 607 ," $2,285,001.00 ", 637 ," $1,233,170.00 "
00357600, HOUSTON BAPTIST UNIVERSITY                                             , TX ,770743298,Private-Nonprofit," 1,040 "," 1,093 "," $4,208,364.00 "," 1,105 "," $2,246,641.00 "
00357700, HUSTON - TILLOTSON UNIVERSITY                                          , TX ,787022795,Private-Nonprofit, 691 , 691 ," $2,779,162.00 ", 727 ," $1,442,813.00 "
00357800, UNIVERSITY OF THE INCARNATE WORD                                       , TX ,782096398,Private-Nonprofit," 2,871 "," 2,955 "," $12,197,408.00 "," 3,397 "," $6,488,149.00 "
00358000, KILGORE COLLEGE                                                        , TX ,756623299,Public," 1,527 "," 1,527 "," $5,283,988.00 "," 1,538 "," $2,948,582.00 "
00358100, LAMAR UNIVERSITY                                                       , TX ,777100042,Public," 4,408 "," 4,478 "," $17,608,815.00 "," 4,621 "," $9,447,003.00 "
00358300, LEE COLLEGE                                                            , TX ,775204796,Public, 301 , 306 ," $1,024,295.00 ", 616 ," $551,425.00 "
00358400, LETOURNEAU UNIVERSITY                                                  , TX ,756023564,Private-Nonprofit," 1,390 "," 1,390 "," $5,858,319.00 "," 1,404 "," $2,622,349.00 "
00358600, LUBBOCK CHRISTIAN UNIVERSITY                                           , TX ,794072099,Private-Nonprofit, 656 , 657 ," $2,733,711.00 ", 657 ," $1,416,401.00 "
00358800, UNIVERSITY OF MARY HARDIN-BAYLOR                                       , TX ,765132599,Private-Nonprofit," 1,727 "," 1,745 "," $6,890,124.00 "," 1,745 "," $3,765,599.00 "
00359000, MCLENNAN COMMUNITY COLLEGE                                             , TX ,767081498,Public," 3,122 "," 3,122 "," $10,294,153.00 "," 3,176 "," $5,549,299.00 "
00359100, MCMURRY UNIVERSITY                                                     , TX ,796970001,Private-Nonprofit, 556 , 556 ," $2,432,457.00 ", 565 ," $1,255,629.00 "
00359200, MIDWESTERN STATE UNIVERSITY                                            , TX ,763082099,Public," 2,047 "," 2,109 "," $8,179,562.00 "," 2,108 "," $4,370,367.00 "
00359300, NAVARRO COLLEGE                                                        , TX ,751104818,Public," 3,502 "," 3,503 "," $10,806,648.00 "," 3,523 "," $6,062,828.00 "
00359400, UNIVERSITY OF NORTH TEXAS                                              , TX ,762035017,Public," 12,147 "," 12,370 "," $49,737,028.00 "," 12,001 "," $26,376,582.00 "
00359500, OBLATE SCHOOL OF THEOLOGY                                              , TX ,782166693,Private-Nonprofit, -   , -   , $-   , -   , $-   
00359600, ODESSA COLLEGE                                                         , TX ,797647127,Public, 186 , 186 ," $624,858.00 ", 368 ," $388,531.00 "
00359800, OUR LADY OF THE LAKE UNIVERSITY                                        , TX ,782074689,Private-Nonprofit," 1,111 "," 1,120 "," $4,539,869.00 "," 1,120 "," $2,476,397.00 "
00359900, UNIVERSITY OF TEXAS - PAN AMERICAN                                     , TX ,785392999,Public," 5,018 "," 5,152 "," $20,410,513.00 "," 5,474 "," $10,978,351.00 "
00360000, PANOLA COLLEGE                                                         , TX ,756332397,Public, 592 , 592 ," $2,060,452.00 ", 593 ," $1,032,343.00 "
00360200, PAUL QUINN COLLEGE                                                     , TX ,752414398,Private-Nonprofit, 175 , 177 ," $690,732.00 ", 177 ," $350,150.00 "
00360300, RANGER COLLEGE                                                         , TX ,764703298,Public, 352 , 352 ," $1,173,833.00 ", 467 ," $714,193.00 "
00360400, RICE UNIVERSITY                                                        , TX ,770051892,Private-Nonprofit, 444 , 498 ," $1,329,657.00 ", 500 ," $691,661.00 "
00360600, SAM HOUSTON STATE UNIVERSITY                                           , TX ,773400000,Public," 7,264 "," 7,288 "," $30,516,265.00 "," 7,273 "," $15,828,655.00 "
00360800, SAINT PHILIP'S COLLEGE                                                 , TX ,782032098,Public, 683 , 686 ," $2,498,743.00 ", 745 ," $1,356,092.00 "
00360900, SAN JACINTO COMMUNITY COLLEGE DISTRICT                                 , TX ,775043323,Public," 1,818 "," 1,827 "," $6,808,190.00 "," 1,827 "," $3,450,894.00 "
00361000, SCHREINER UNIVERSITY                                                   , TX ,780285697,Private-Nonprofit, 620 , 623 ," $2,475,607.00 ", 623 ," $1,346,059.00 "
00361100, SOUTH PLAINS COLLEGE                                                   , TX ,793366504,Public," 1,621 "," 1,621 "," $5,036,163.00 "," 1,772 "," $2,897,997.00 "
00361200, UNIVERSITY OF HOUSTON - DOWNTOWN                                       , TX ,770021001,Public," 4,854 "," 4,926 "," $20,388,205.00 "," 4,926 "," $10,923,897.00 "
00361300, SOUTHERN METHODIST UNIVERSITY                                          , TX ,752750100,Private-Nonprofit," 1,601 "," 1,613 "," $7,140,100.00 "," 1,575 "," $3,651,976.00 "
00361400, SOUTHWEST TEXAS JUNIOR COLLEGE                                         , TX ,788016221,Public, 289 , 299 ," $1,016,025.00 ", 321 ," $534,291.00 "
00361500, TEXAS STATE UNIVERSITY                                                 , TX ,786664602,Public," 12,564 "," 12,808 "," $52,224,760.00 "," 12,798 "," $27,120,184.00 "
00361600, SOUTHWESTERN ASSEMBLIES OF GOD UNIVERSITY                              , TX ,751652397,Private-Nonprofit," 1,098 "," 1,098 "," $3,848,245.00 "," 1,098 "," $2,381,896.00 "
00361800, SOUTHWESTERN CHRISTIAN COLLEGE                                         , TX ,751603400,Private-Nonprofit, 67 , 67 ," $244,323.00 ", 72 ," $126,052.00 "
00361900, SOUTHWESTERN ADVENTIST UNIVERSITY                                      , TX ,760591922,Private-Nonprofit, 468 , 468 ," $2,029,705.00 ", 473 ," $1,031,813.00 "
00362000, SOUTHWESTERN UNIVERSITY                                                , TX ,786266111,Private-Nonprofit, 680 , 682 ," $2,815,900.00 ", 681 ," $1,466,061.00 "
00362100, ST. EDWARD'S UNIVERSITY                                                , TX ,787040000,Private-Nonprofit," 1,793 "," 1,793 "," $7,662,602.00 "," 1,788 "," $4,016,557.00 "
00362300, ST MARY'S UNIVERSITY SAN ANTONIO                                       , TX ,782288500,Private-Nonprofit," 1,391 "," 1,404 "," $5,955,346.00 "," 1,434 "," $3,097,026.00 "
00362400, STEPHEN F AUSTIN STATE UNIVERSITY                                      , TX ,759620001,Public," 5,384 "," 5,554 "," $21,493,233.00 "," 5,553 "," $11,555,678.00 "
00362500, SUL ROSS STATE UNIVERSITY                                              , TX ,798320113,Public, 887 , 917 ," $3,595,433.00 ", 963 ," $1,908,606.00 "
00362600, TARRANT COUNTY COLLEGE DISTRICT                                        , TX ,761026599,Public," 6,151 "," 6,238 "," $18,662,821.00 "," 6,299 "," $11,070,544.00 "
00362700, TEMPLE COLLEGE                                                         , TX ,765047435,Public," 2,159 "," 2,159 "," $7,550,834.00 "," 2,159 "," $4,035,840.00 "
00362800, TEXARKANA COLLEGE                                                      , TX ,755990001,Public, 739 , 771 ," $2,627,047.00 ", 771 ," $1,397,437.00 "
00363000, PRAIRIE VIEW AGRICULTURAL & MECHANICAL UNIVERSITY                      , TX ,774462967,Public," 4,630 "," 4,703 "," $18,599,162.00 "," 4,717 "," $9,538,962.00 "
00363100, TARLETON STATE UNIVERSITY                                              , TX ,764010002,Public," 4,974 "," 5,049 "," $21,367,800.00 "," 5,049 "," $11,046,842.00 "
00363200, TEXAS A&M UNIVERSITY                                                   , TX ,778431246,Public," 9,898 "," 10,558 "," $40,483,251.00 "," 10,553 "," $21,717,300.00 "
00363400, TEXAS STATE TECHNICAL COLLEGE                                          , TX ,767051695,Public," 2,125 "," 2,125 "," $7,299,822.00 "," 2,127 "," $2,691,776.00 "
00363500, TEXAS CHIROPRACTIC COLLEGE                                             , TX ,775051699,Private-Nonprofit, -   , -   , $-   , -   , $-   
00363600, TEXAS CHRISTIAN UNIVERSITY                                             , TX ,761290001,Private-Nonprofit," 2,048 "," 2,081 "," $8,984,167.00 "," 2,054 "," $4,769,820.00 "
00363700, JARVIS CHRISTIAN COLLEGE                                               , TX ,757651470,Private-Nonprofit, 499 , 499 ," $2,145,927.00 ", 501 ," $1,079,577.00 "
00363800, TEXAS COLLEGE                                                          , TX ,757024500,Private-Nonprofit, 666 , 677 ," $2,223,472.00 ", 848 ," $1,290,437.00 "
00363900, TEXAS A&M UNIVERSITY - KINGSVILLE                                      , TX ,783638203,Public," 4,834 "," 4,856 "," $20,297,710.00 "," 4,855 "," $10,824,454.00 "
00364100, TEXAS LUTHERAN UNIVERSITY                                              , TX ,781555999,Private-Nonprofit, 744 , 745 ," $3,031,129.00 ", 745 ," $1,607,558.00 "
00364200, TEXAS SOUTHERN UNIVERSITY                                              , TX ,770044598,Public," 4,148 "," 4,282 "," $16,722,437.00 "," 4,298 "," $8,497,165.00 "
00364400, TEXAS TECH UNIVERSITY                                                  , TX ,794092011,Public," 9,700 "," 9,861 "," $40,786,240.00 "," 9,852 "," $21,330,278.00 "
00364500, TEXAS WESLEYAN UNIVERSITY                                              , TX ,761051536,Private-Nonprofit, 757 , 776 ," $3,297,520.00 ", 801 ," $1,789,282.00 "
00364600, TEXAS WOMANS UNIVERSITY                                                , TX ,762045587,Public," 4,462 "," 4,571 "," $16,842,590.00 "," 4,569 "," $9,187,579.00 "
00364700, TRINITY UNIVERSITY                                                     , TX ,782127200,Private-Nonprofit, 673 , 680 ," $2,956,809.00 ", 679 ," $1,495,713.00 "
