,,,,, DL SUBSIDIZED ,,,,, DL UNSUBSIDIZED- UNDERGRADUATE ,,,,, DL UNSUBSIDIZED- GRADUATE ,,,,, DL PARENT PLUS ,,,,,DL GRAD PLUS,,,,
00167400, EASTERN ILLINOIS UNIVERSITY                                            , IL ,619203099,Public," 4,465 "," 4,474 "," $19,433,487.00 "," 4,469 "," $9,968,993.00 "," 4,835 "," 5,427 "," $19,684,766.00 "," 5,423 "," $10,342,325.00 ", 470 , 470 ," $6,672,635.00 ", 470 ," $3,557,439.00 ", 904 , 934 ," $10,668,875.00 ", 934 ," $5,721,884.00 ", 5 , 5 ," $26,957.00 ", 5 ," $21,914.00 "
00167500, ELGIN COMMUNITY COLLEGE                                                , IL ,601237193,Public, 597 , 598 ," $1,547,900.00 ", 869 ," $979,778.00 ", 519 , 519 ," $1,610,481.00 ", 724 ," $959,543.00 ", 2 , 2 ," $8,750.00 ", 3 ," $6,750.00 ", 2 , 2 ," $9,000.00 ", 3 ," $3,500.00 ", -   , -   , $-   , -   , $-   
00167600, ELMHURST COLLEGE                                                       , IL ,601263296,Private-Nonprofit," 1,540 "," 1,551 "," $6,551,600.00 "," 1,551 "," $3,483,883.00 "," 1,581 "," 1,764 "," $6,046,323.00 "," 1,764 "," $3,205,031.00 ", 133 , 145 ," $2,087,888.00 ", 145 ," $1,101,398.00 ", 335 , 350 ," $4,812,513.00 ", 350 ," $2,542,600.00 ", 5 , 5 ," $31,310.00 ", 5 ," $16,280.00 "
00167800, EUREKA COLLEGE                                                         , IL ,615309976,Private-Nonprofit, 456 , 456 ," $1,969,423.00 ", 455 ," $1,053,066.00 ", 481 , 481 ," $1,920,506.00 ", 479 ," $1,032,461.00 ", 1 , 1 ," $7,000.00 ", 1 ," $3,500.00 ", 57 , 59 ," $764,625.00 ", 61 ," $409,607.00 ", -   , -   , $-   , -   , $-   
00168100, HIGHLAND COMMUNITY COLLEGE                                             , IL ,610329341,Public, 260 , 260 ," $881,445.00 ", 285 ," $474,403.00 ", 188 , 188 ," $557,304.00 ", 207 ," $296,282.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00168200, GARRETT-EVANGELICAL THEOLOGICAL SEMINARY                               , IL ,602012926,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 130 , 135 ," $2,195,191.00 ", 135 ," $1,127,727.00 ", -   , -   , $-   , -   , $-   , 17 , 20 ," $253,376.00 ", 20 ," $139,431.00 "
00168400, GREENVILLE COLLEGE                                                     , IL ,622461199,Private-Nonprofit, 762 , 762 ," $3,173,302.00 ", 768 ," $1,711,395.00 ", 771 , 772 ," $3,272,324.00 ", 784 ," $1,773,875.00 ", 108 , 109 ," $646,440.00 ", 193 ," $644,690.00 ", 189 , 194 ," $2,130,235.00 ", 205 ," $1,141,730.00 ", -   , -   , $-   , -   , $-   
00168500, HEBREW THEOLOGICAL COLLEGE                                             , IL ,600773263,Private-Nonprofit, 6 , 6 ," $18,703.00 ", 8 ," $12,406.00 ", 4 , 4 ," $17,000.00 ", 4 ," $8,500.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $2,500.00 ", 2 ," $2,500.00 ", -   , -   , $-   , -   , $-   
00168800, ILLINOIS COLLEGE                                                       , IL ,626502299,Private-Nonprofit, 644 , 647 ," $2,725,827.00 ", 647 ," $1,420,216.00 ", 701 , 832 ," $2,374,094.00 ", 832 ," $1,248,136.00 ", 1 , 1 ," $1,630.00 ", 1 ," $1,630.00 ", 109 , 116 ," $1,228,555.00 ", 116 ," $646,542.00 ", -   , -   , $-   , -   , $-   
00168900, ILLINOIS COLLEGE OF OPTOMETRY                                          , IL ,606163878,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 354 , 361 ," $11,367,732.00 ", 589 ," $6,913,036.00 ", -   , -   , $-   , -   , $-   , 195 , 214 ," $1,050,642.00 ", 359 ," $651,571.00 "
00169100, ILLINOIS INSTITUTE OF TECHNOLOGY                                       , IL ,606613793,Private-Nonprofit," 1,098 "," 1,138 "," $4,940,247.00 "," 1,138 "," $2,508,493.00 ", 987 ," 1,085 "," $4,177,268.00 "," 1,085 "," $2,122,737.00 "," 1,047 "," 1,114 "," $20,190,061.00 "," 1,113 "," $10,406,334.00 ", 264 , 289 ," $4,232,348.00 ", 289 ," $2,148,034.00 ", 720 , 793 ," $14,976,905.00 ", 792 ," $7,220,471.00 "
00169200, ILLINOIS STATE UNIVERSITY                                              , IL ,617901000,Public," 8,432 "," 8,682 "," $37,438,456.00 "," 8,681 "," $18,941,189.00 "," 9,676 "," 10,603 "," $35,415,546.00 "," 10,596 "," $17,956,636.00 ", 542 , 591 ," $7,859,742.00 ", 590 ," $4,080,354.00 "," 1,967 "," 2,086 "," $32,807,889.00 "," 2,086 "," $16,593,342.00 ", 6 , 6 ," $54,889.00 ", 6 ," $30,980.00 "
00169300, NORTHEASTERN ILLINOIS UNIVERSITY                                       , IL ,606254699,Public," 2,120 "," 2,201 "," $9,390,721.00 "," 2,350 "," $4,894,915.00 "," 1,494 "," 1,593 "," $7,106,396.00 "," 1,716 "," $3,728,488.00 ", 300 , 370 ," $3,418,076.00 ", 403 ," $1,793,851.00 ", 39 , 41 ," $392,755.00 ", 42 ," $198,380.00 ", 1 , 2 ," $3,287.00 ", 2 ," $1,644.00 "
00169400, CHICAGO STATE UNIVERSITY                                               , IL ,606281598,Public," 2,969 "," 2,977 "," $13,032,342.00 "," 3,004 "," $6,602,790.00 "," 3,071 "," 3,083 "," $19,671,635.00 "," 3,135 "," $9,991,644.00 ", 834 , 840 ," $18,918,364.00 ", 844 ," $9,495,575.00 ", 71 , 75 ," $830,256.00 ", 76 ," $415,346.00 ", 284 , 288 ," $2,605,098.00 ", 287 ," $1,328,390.00 "
00169600, ILLINOIS WESLEYAN UNIVERSITY                                           , IL ,617022900,Private-Nonprofit," 1,011 "," 1,016 "," $4,494,255.00 "," 1,015 "," $2,283,573.00 "," 1,057 "," 1,122 "," $3,519,309.00 "," 1,122 "," $1,793,280.00 ", -   , -   , $-   , -   , $-   , 259 , 282 ," $4,242,936.00 ", 282 ," $2,227,472.00 ", -   , -   , $-   , -   , $-   
00169800, JOHN MARSHALL LAW SCHOOL (THE)                                         , IL ,606043968,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   ," 1,052 "," 1,054 "," $20,840,210.00 "," 1,165 "," $11,439,309.00 ", -   , -   , $-   , -   , $-   , 748 , 835 ," $23,385,971.00 "," 1,157 "," $12,267,751.00 "
00169900, JOLIET JUNIOR COLLEGE                                                  , IL ,604318938,Public, 852 , 876 ," $2,370,921.00 "," 1,037 "," $1,395,619.00 ", 907 , 960 ," $2,724,722.00 "," 1,122 "," $1,610,283.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $15,500.00 ", 4 ," $9,250.00 ", -   , -   , $-   , -   , $-   
00170000, JUDSON UNIVERSITY                                                      , IL ,601231498,Private-Nonprofit, 618 , 627 ," $2,567,357.00 ", 627 ," $1,396,963.00 ", 643 , 684 ," $2,579,831.00 ", 682 ," $1,424,379.00 ", 61 , 65 ," $840,804.00 ", 65 ," $430,617.00 ", 87 , 89 ," $1,159,013.00 ", 89 ," $620,389.00 ", 1 , 1 ," $19,650.00 ", 1 ," $9,825.00 "
00170100, KASKASKIA COLLEGE                                                      , IL ,628017878,Public, 303 , 303 ," $1,036,849.00 ", 304 ," $574,951.00 ", 272 , 272 ," $664,706.00 ", 273 ," $377,065.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00170300, KENDALL COLLEGE                                                        , IL ,606224278,Proprietary, 725 , 735 ," $2,862,760.00 ", 985 ," $1,385,863.00 ", 689 , 728 ," $3,553,411.00 ", 966 ," $1,683,388.00 ", -   , -   , $-   , -   , $-   , 81 , 87 ," $1,734,598.00 ", 112 ," $811,522.00 ", -   , -   , $-   , -   , $-   
00170400, KNOX COLLEGE                                                           , IL ,614014999,Private-Nonprofit, 769 , 770 ," $3,367,261.00 ", 770 ," $1,154,319.00 ", 803 , 902 ," $2,573,192.00 ", 903 ," $889,196.00 ", -   , -   , $-   , -   , $-   , 116 , 123 ," $1,791,732.00 ", 123 ," $623,496.00 ", -   , -   , $-   , -   , $-   
00170500, ILLINOIS VALLEY COMMUNITY COLLEGE                                      , IL ,613489692,Public, 265 , 267 ," $905,636.00 ", 286 ," $492,723.00 ", 199 , 200 ," $659,101.00 ", 209 ," $354,733.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00170600, LAKE FOREST COLLEGE                                                    , IL ,600452399,Private-Nonprofit, 850 , 852 ," $3,807,016.00 ", 852 ," $1,951,612.00 ", 916 ," 1,079 "," $3,353,798.00 "," 1,079 "," $1,716,524.00 ", 10 , 11 ," $88,460.00 ", 11 ," $51,060.00 ", 193 , 210 ," $3,109,685.00 ", 210 ," $1,631,834.00 ", -   , -   , $-   , -   , $-   
00170700, LEWIS UNIVERSITY                                                       , IL ,604462200,Private-Nonprofit," 2,556 "," 2,660 "," $11,425,962.00 "," 2,660 "," $5,764,968.00 "," 2,783 "," 3,143 "," $11,887,429.00 "," 3,142 "," $5,889,029.00 ", 890 , 940 ," $16,489,218.00 ", 939 ," $5,986,758.00 ", 500 , 558 ," $7,846,953.00 ", 558 ," $4,189,759.00 ", 25 , 28 ," $217,915.00 ", 28 ," $81,186.00 "
00170800, LINCOLN CHRISTIAN UNIVERSITY                                           , IL ,626562167,Private-Nonprofit, 398 , 398 ," $1,666,987.00 ", 400 ," $866,352.00 ", 382 , 402 ," $1,906,816.00 ", 407 ," $970,372.00 ", 145 , 145 ," $1,999,686.00 ", 147 ," $863,741.00 ", 29 , 29 ," $318,216.00 ", 31 ," $178,541.00 ", -   , -   , $-   , -   , $-   
00170900, LINCOLN COLLEGE                                                        , IL ,626561699,Private-Nonprofit, 829 , 837 ," $2,987,463.00 ", 862 ," $1,468,934.00 ", 688 , 922 ," $2,531,308.00 ", 965 ," $1,279,047.00 ", 1 , 1 ," $7,916.00 ", 1 ," $3,958.00 ", 69 , 70 ," $630,416.00 ", 72 ," $311,785.00 ", -   , -   , $-   , -   , $-   
00171000, LOYOLA UNIVERSITY CHICAGO                                              , IL ,606112196,Private-Nonprofit," 5,367 "," 5,472 "," $23,758,466.00 "," 5,437 "," $12,119,601.00 "," 5,515 "," 6,436 "," $18,276,384.00 "," 6,357 "," $9,304,512.00 "," 2,507 "," 2,578 "," $47,470,737.00 "," 2,783 "," $25,140,867.00 "," 1,643 "," 1,829 "," $34,831,328.00 "," 1,829 "," $18,498,707.00 "," 1,157 "," 1,324 "," $26,146,228.00 "," 1,441 "," $14,356,796.00 "
00171200, LUTHERAN SCHOOL OF THEOLOGY AT CHICAGO                                 , IL ,606155199,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 51 , 53 ," $696,198.00 ", 57 ," $362,116.00 ", -   , -   , $-   , -   , $-   , 3 , 3 ," $29,973.00 ", 4 ," $14,987.00 "
00171600, MACCORMAC COLLEGE                                                      , IL ,606024405,Private-Nonprofit, 156 , 179 ," $534,431.00 ", 232 ," $324,143.00 ", 142 , 166 ," $626,569.00 ", 233 ," $389,794.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00171700, MACMURRAY COLLEGE                                                      , IL ,626502590,Private-Nonprofit, 409 , 410 ," $1,678,642.00 ", 410 ," $878,483.00 ", 442 , 552 ," $1,933,789.00 ", 552 ," $993,917.00 ", -   , -   , $-   , -   , $-   , 61 , 62 ," $628,699.00 ", 62 ," $344,060.00 ", -   , -   , $-   , -   , $-   
00172100, MCCORMICK THEOLOGICAL SEMINARY                                         , IL ,606155108,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 37 , 42 ," $432,435.00 ", 42 ," $229,796.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00172200, MCKENDREE UNIVERSITY                                                   , IL ,622541299,Private-Nonprofit," 1,062 "," 1,074 "," $4,319,269.00 "," 1,279 "," $2,317,173.00 "," 1,136 "," 1,322 "," $4,940,216.00 "," 1,564 "," $2,691,692.00 ", 242 , 258 ," $2,605,591.00 ", 258 ," $1,533,616.00 ", 218 , 233 ," $2,209,381.00 ", 234 ," $1,185,620.00 ", -   , -   , $-   , -   , $-   
00172300, MEADVILLE THEOLOGICAL SCHOOL OF LOMBARD COLLEGE                        , IL ,606051602,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 11 , 11 ," $187,000.00 ", 11 ," $93,500.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $6,082.00 ", 1 ," $3,041.00 "
00172400, MILLIKIN UNIVERSITY                                                    , IL ,625222084,Private-Nonprofit," 1,403 "," 1,443 "," $6,038,794.00 "," 1,443 "," $3,173,569.00 "," 1,456 "," 1,675 "," $5,952,067.00 "," 1,675 "," $3,176,759.00 ", 59 , 59 ," $927,650.00 ", 59 ," $584,400.00 ", 271 , 275 ," $3,327,764.00 ", 275 ," $1,738,108.00 ", 40 , 40 ," $626,355.00 ", 40 ," $375,455.00 "
00172500, MONMOUTH COLLEGE                                                       , IL ,614621963,Private-Nonprofit, 873 , 876 ," $3,629,822.00 ", 907 ," $1,915,362.00 ", 889 , 905 ," $3,439,855.00 ", 933 ," $1,808,737.00 ", -   , -   , $-   , -   , $-   , 247 , 254 ," $2,896,846.00 ", 264 ," $1,511,748.00 ", -   , -   , $-   , -   , $-   
00172800, MORTON COLLEGE                                                         , IL ,608044398,Public, 139 , 139 ," $462,184.00 ", 276 ," $261,345.00 ", 99 , 99 ," $385,748.00 ", 197 ," $212,100.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00173200, NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE)                           , IL ,601484583,Private-Nonprofit, 72 , 73 ," $258,787.00 ", 90 ," $167,436.00 ", 75 , 79 ," $347,039.00 ", 95 ," $206,938.00 ", 557 , 767 ," $12,153,668.00 ", 771 ," $8,049,973.00 ", 2 , 2 ," $19,760.00 ", 2 ," $8,366.00 ", 64 , 70 ," $657,450.00 ", 79 ," $361,359.00 "
00173300, NATIONAL LOUIS UNIVERSITY                                              , IL ,606033032,Private-Nonprofit, 499 , 517 ," $2,085,713.00 ", 517 ," $899,526.00 ", 461 , 487 ," $2,499,733.00 ", 486 ," $1,003,230.00 ", 743 , 779 ," $10,861,268.00 ", 779 ," $4,064,706.00 ", 9 , 9 ," $114,326.00 ", 9 ," $39,873.00 ", 42 , 46 ," $481,607.00 ", 46 ," $183,138.00 "
00173400, NORTH CENTRAL COLLEGE                                                  , IL ,605404690,Private-Nonprofit," 1,559 "," 1,562 "," $6,867,630.00 "," 1,562 "," $2,452,367.00 "," 1,696 "," 1,770 "," $6,212,275.00 "," 1,769 "," $2,230,736.00 ", 44 , 44 ," $510,755.00 ", 44 ," $214,361.00 ", 350 , 359 ," $4,748,052.00 ", 359 ," $1,689,981.00 ", 1 , 1 ," $6,200.00 ", 1 ," $2,068.00 "
00173500, NORTH PARK UNIVERSITY                                                  , IL ,606254895,Private-Nonprofit," 1,324 "," 1,331 "," $5,511,314.00 "," 1,338 "," $2,900,840.00 "," 1,390 "," 1,462 "," $5,251,054.00 "," 1,484 "," $2,762,725.00 ", 384 , 456 ," $3,746,684.00 ", 515 ," $1,783,389.00 ", 224 , 248 ," $2,778,580.00 ", 287 ," $1,525,841.00 ", 1 , 2 ," $14,540.00 ", 2 ," $4,846.00 "
00173600, NORTHERN BAPTIST THEOLOGICAL SEMINARY                                  , IL ,601485604,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 43 , 43 ," $766,265.00 ", 45 ," $254,583.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00173700, NORTHERN ILLINOIS UNIVERSITY                                           , IL ,601152854,Public," 9,217 "," 9,358 "," $39,786,362.00 "," 9,409 "," $20,914,007.00 "," 9,035 "," 10,713 "," $38,244,514.00 "," 10,593 "," $20,036,240.00 "," 1,460 "," 1,469 "," $22,563,344.00 "," 1,505 "," $11,780,551.00 "," 1,174 "," 1,207 "," $14,288,598.00 "," 1,268 "," $7,467,415.00 ", 200 , 204 ," $2,972,562.00 ", 222 ," $1,565,620.00 "
00173900, NORTHWESTERN UNIVERSITY                                                , IL ,602080001,Private-Nonprofit," 2,426 "," 2,532 "," $9,607,513.00 "," 4,668 "," $6,309,829.00 "," 1,091 "," 1,172 "," $4,734,513.00 "," 2,063 "," $3,060,734.00 "," 2,605 "," 3,186 "," $47,551,414.00 "," 5,037 "," $33,459,449.00 ", 321 , 342 ," $8,805,631.00 ", 652 ," $5,896,673.00 "," 1,847 "," 2,273 "," $57,469,811.00 "," 3,817 "," $43,222,186.00 "
00174100, OLIVET NAZARENE UNIVERSITY                                             , IL ,609142271,Private-Nonprofit," 1,857 "," 1,857 "," $7,699,619.00 "," 1,859 "," $4,036,201.00 "," 2,091 "," 2,091 "," $8,885,467.00 "," 2,094 "," $4,679,194.00 ", 493 , 493 ," $5,396,270.00 ", 501 ," $2,818,092.00 ", 354 , 379 ," $4,802,307.00 ", 378 ," $2,490,349.00 ", -   , -   , $-   , -   , $-   
00174200, ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE            , IL ,624501099,Public, 77 , 77 ," $229,804.00 ", 84 ," $134,496.00 ", 37 , 37 ," $109,590.00 ", 40 ," $61,081.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00174500, QUINCY UNIVERSITY                                                      , IL ,623012699,Private-Nonprofit, 639 , 640 ," $2,674,443.00 ", 640 ," $1,437,378.00 ", 692 , 795 ," $2,677,049.00 ", 795 ," $1,445,116.00 ", 63 , 63 ," $729,218.00 ", 67 ," $454,386.00 ", 89 , 91 ," $1,043,862.00 ", 91 ," $558,746.00 ", -   , -   , $-   , -   , $-   
00174600, ROBERT MORRIS UNIVERSITY ILLINOIS                                      , IL ,606051225,Private-Nonprofit," 1,774 "," 1,793 "," $6,840,443.00 "," 3,464 "," $4,752,553.00 "," 1,738 "," 1,803 "," $7,186,473.00 "," 3,497 "," $4,950,518.00 ", 225 , 237 ," $1,961,963.00 ", 468 ," $1,526,184.00 ", 183 , 186 ," $2,433,698.00 ", 351 ," $1,634,899.00 ", 2 , 2 ," $5,082.00 ", 4 ," $5,082.00 "
00174700, ROCK VALLEY COLLEGE                                                    , IL ,611145699,Public, 583 , 583 ," $1,561,229.00 ", 715 ," $953,071.00 ", 327 , 329 ," $837,795.00 ", 417 ," $500,726.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $8,452.00 ", 1 ," $4,226.00 ", -   , -   , $-   , -   , $-   
00174800, ROCKFORD UNIVERSITY                                                    , IL ,611082393,Private-Nonprofit, 743 , 768 ," $3,363,140.00 ", 768 ," $1,770,594.00 ", 709 , 831 ," $3,075,864.00 ", 831 ," $1,640,924.00 ", 57 , 59 ," $896,674.00 ", 59 ," $505,192.00 ", 97 , 105 ," $1,155,560.00 ", 105 ," $639,673.00 ", 1 , 1 ," $8,400.00 ", 1 ," $8,400.00 "
00174900, ROOSEVELT UNIVERSITY                                                   , IL ,606051394,Private-Nonprofit," 2,362 "," 2,417 "," $10,402,205.00 "," 2,433 "," $5,521,859.00 "," 2,402 "," 2,558 "," $11,237,977.00 "," 2,573 "," $6,027,245.00 "," 1,463 "," 1,481 "," $28,711,227.00 "," 1,659 "," $15,787,472.00 ", 360 , 388 ," $6,004,203.00 ", 389 ," $3,192,524.00 ", 294 , 316 ," $5,014,619.00 ", 445 ," $2,864,754.00 "
00175000, DOMINICAN UNIVERSITY                                                   , IL ,603051066,Private-Nonprofit," 1,349 "," 1,361 "," $5,850,158.00 "," 1,361 "," $3,046,732.00 "," 1,299 "," 1,447 "," $4,714,937.00 "," 1,447 "," $2,467,859.00 ", 306 , 331 ," $3,934,645.00 ", 331 ," $2,453,972.00 ", 161 , 178 ," $1,832,895.00 ", 178 ," $985,073.00 ", 55 , 70 ," $850,013.00 ", 70 ," $463,138.00 "
00175200, SAUK VALLEY COMMUNITY COLLEGE                                          , IL ,610219112,Public, 236 , 238 ," $660,969.00 ", 252 ," $390,069.00 ", 155 , 155 ," $356,788.00 ", 164 ," $203,207.00 ", -   , -   , $-   , -   , $-   , 1 , 1 ," $2,764.00 ", 1 ," $1,382.00 ", -   , -   , $-   , -   , $-   
00175300, SCHOOL OF THE ART INSTITUTE OF CHICAGO                                 , IL ,606033013,Private-Nonprofit," 1,014 "," 1,014 "," $4,582,093.00 "," 1,012 "," $2,326,346.00 "," 1,098 "," 1,149 "," $4,078,830.00 "," 1,145 "," $2,086,799.00 ", 368 , 371 ," $6,959,686.00 ", 370 ," $3,573,661.00 ", 343 , 388 ," $7,835,029.00 ", 388 ," $4,316,530.00 ", 184 , 238 ," $2,449,138.00 ", 238 ," $1,349,518.00 "
00175600, SHIMER COLLEGE                                                         , IL ,606163893,Private-Nonprofit, 56 , 56 ," $267,207.00 ", 56 ," $130,906.00 ", 60 , 60 ," $298,508.00 ", 60 ," $148,756.00 ", -   , -   , $-   , -   , $-   , 6 , 6 ," $105,411.00 ", 6 ," $52,706.00 ", -   , -   , $-   , -   , $-   
00175800, SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE                             , IL ,629010000,Public," 6,880 "," 6,949 "," $30,373,187.00 "," 6,942 "," $15,400,781.00 "," 7,015 "," 8,189 "," $29,895,341.00 "," 8,180 "," $15,213,908.00 "," 1,699 "," 1,887 "," $32,544,384.00 "," 1,883 "," $16,559,877.00 ", 821 , 896 ," $8,415,566.00 ", 895 ," $4,623,084.00 ", 476 , 535 ," $5,093,912.00 ", 534 ," $2,709,998.00 "
00175900, SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE                              , IL ,620261060,Public," 5,299 "," 5,445 "," $21,391,572.00 "," 5,441 "," $11,171,735.00 "," 5,675 "," 6,352 "," $23,916,414.00 "," 6,338 "," $12,665,011.00 "," 1,098 "," 1,361 "," $24,204,602.00 "," 1,360 "," $15,713,927.00 "," 1,359 "," 1,441 "," $15,306,860.00 "," 1,441 "," $7,966,136.00 ", 241 , 271 ," $2,534,986.00 ", 268 ," $1,905,888.00 "
00176500, UNIVERSITY OF ST MARY OF THE LAKE/MUNDELEIN SEMINARY                   , IL ,600601174,Private-Nonprofit, -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   , 3 , 3 ," $29,700.00 ", 3 ," $19,700.00 ", -   , -   , $-   , -   , $-   , -   , -   , $-   , -   , $-   
00176700, BENEDICTINE UNIVERSITY                                                 , IL ,605320900,Private-Nonprofit," 1,911 "," 1,937 "," $7,939,263.00 "," 1,974 "," $4,081,763.00 "," 1,923 "," 2,162 "," $7,837,348.00 "," 2,198 "," $4,037,665.00 ", 543 , 555 ," $7,578,634.00 ", 756 ," $3,318,981.00 ", 279 , 300 ," $3,855,801.00 ", 300 ," $2,055,257.00 ", 51 , 55 ," $562,284.00 ", 60 ," $238,469.00 "
